Time,Amount,Device_IP,Previous_Action,Connection_Type,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
161206.58360450936,408.46710461667817,192.168.1.13,Alteração de Senha,Fibra residencial,0,-0.6557592036378714,-0.26956572050804545,-0.2954651214487262,0.1847383394379357,-0.8587043913651022,-0.3977854427780816,0.4848787262922397,-0.7698256970158088,0.019180263221008863,0.08258312330788745,0.6536977227366325,-1.829225296240843,1.2062734943898625,0.3634479911310525,1.3458147092135764,1.0688688828894028,-1.2401383443493446,-0.678704725892423,0.17963326731351867,1.4190534575333908,2.194433829570265,-0.4607011689118915,-1.072388628737821,0.6730487911540398,-0.6368019617109894,-0.32547969190649007,0.3702320384714986,2.1018440113712105
168875.5985791528,315.8104816280916,192.168.1.8,Autenticação MFA,VPN Pública,0,0.6460200449202695,-1.0196469846890532,0.1089336109586337,1.595655729243353,-0.9983783335173774,-1.088537463690975,-1.713977254142657,-1.5228087341755776,-1.367120515338235,-0.6190183198296939,0.7003274638365361,-1.705876332910222,0.672662319022791,-1.838560864290057,-0.7276236696150649,1.9794566956586308,1.4193629191626205,-1.7107702979107724,0.6224978790370661,1.2871545046868689,0.889714237665756,0.971063194522539,1.1897974220874947,-0.4638565364303995,1.605520037983008,-0.0298368588328471,1.2394431396569139,0.5242222742554754
66935.67805175016,285.0089739702513,192.168.1.18,Autenticação MFA,Fibra residencial,0,1.634396172705724,-1.0578248105471608,-0.034588520217151586,-1.438432357564434,0.043449310221148195,0.8956808702511392,0.36886844165152033,1.0671182459522108,-1.0005225134888724,-0.6359156420419175,-0.4262521005540895,-0.5939951286154392,0.5482591656149659,-0.8587886546677651,2.6401091864177992,1.8131952165202443,-1.0406676386717573,0.2781599144259864,-0.05406654413518154,-0.9368463883813511,0.6951835993841207,-0.39479744067868694,-0.01680394219048644,-1.057163723513744,-0.3620281130562935,-1.1920968620173746,0.8000415512605373,-2.0804078357733715
166675.7048332427,357.31626837839667,192.168.1.13,Alteração de Senha,VPN Pública,0,3.115170987334796,-0.4223054157017123,-2.4335958196480365,-2.266792979556267,-0.36191098277588835,-0.17417187114640967,0.8979191667326035,2.0280809160499635,-2.46839722602902,-0.48012739711502855,-0.9353095349765417,-0.32838335241069405,0.6348723446314543,0.46886550554227807,-0.16595048109834132,-2.1351235302652887,0.9077427734562138,-0.32721422794297117,-0.7109171776185269,-0.34045990211145294,-0.19281950616953616,-1.0006563907355583,-0.8694371981516684,-1.0407822660490809,3.303536927305772,-0.24206797106061653,0.44676383601013514,0.6842686124362082
23836.124728687148,284.6497832923825,192.168.1.9,Autenticação MFA,Fibra residencial,0,-0.9316415857530178,0.7556600333333534,-0.40713246163877614,0.3428658123934177,-0.7404054562117989,0.9724831941748332,0.3943258922415929,-1.7967690451749483,-0.4539169218865697,0.23408271428492242,0.037911005005423985,1.1193275019855116,1.1898955965927167,1.5244660015718552,-0.764584985593885,-0.5096363924091913,-0.06857702740131133,0.8050610515434317,0.013690558574452253,-0.4737686664970367,0.09592517378996006,0.8155028721098149,-0.6041984154533694,-0.499518147190515,-1.7341102608637848,-0.04661796530721572,-1.6050414065801297,1.109450250503014
27668.640012353713,385.56119342503297,192.168.1.5,Autenticação MFA,VPN Pública,0,0.0749723832278109,0.1783982882274931,-0.45485946856554205,0.5871021490186049,1.2936855170503383,-0.9843739835940434,0.6026367684322237,0.3873040745950978,1.476684663306668,-0.6851861910333772,0.19489102342584108,0.805836328425677,-1.0802744281192653,0.16967957193847527,1.0090009096039667,0.43414077382372684,0.48166780821810484,-0.5451604086521687,-0.3671743470682264,-1.0864130249559663,1.6917760889173021,-2.3065577505309283,-0.532159418763717,0.0772553322981618,-0.5387999923888611,1.1935106060458367,0.8833106795178812,1.128697109860967
47786.701175551716,295.92264080151466,192.168.1.11,Tentativa Falha,4G Móvel,0,-1.8136240844404132,0.4700237426406544,1.6507576000256585,2.1773650103908184,1.0418171852015488,-0.6392834033022713,0.6661045593045926,-1.1840881637705611,-0.7216610875879571,0.5916607161089071,0.7631070752496333,0.571687232993771,-0.6068150242945036,-1.2201019763356475,-0.7146949062037227,0.13452391284000334,1.1252675970047261,0.08976639591217778,-2.6819872843078034,2.059604140663731,0.11512291765454388,0.014567113931899328,0.5181439105569158,1.115852646062927,0.5176967649672634,-0.06685985839610933,0.1680834954398945,1.4076006542790824
80793.70906823342,264.82637807912397,192.168.1.14,Login Padrão,Wi-Fi Público,0,-0.47715479744732364,0.01363950886599171,1.326650659872167,0.03216596515730213,-0.996156327767683,-0.8736337969055908,0.39552513211242035,0.8089712876139268,0.5329964696550304,0.4190880013775894,0.33800823255475415,-0.6051058151183492,1.5595996194628157,-0.08680048941444128,0.06960573058459268,0.7891221939324368,-1.5006065579218468,0.04699322115705746,0.045933748888235565,1.0836387331158013,0.27736100487246756,-0.6147809009118324,1.3630841416773425,1.2158952709525352,0.4339659805099581,-0.771440162817403,-0.46770163921800534,1.380405900789506
31281.08116390978,76.15954751362669,192.168.1.18,Alteração de Senha,VPN Pública,0,1.2787617452280413,0.39751433306600026,-1.1839517835442728,-0.17613897398482076,-0.3433828448706086,-0.025372228866173754,-0.053168627460028484,1.4124318354897756,-1.0775902347236055,-1.7182317204221649,1.1040241054841016,-0.5632950355123119,-0.7093836887466592,0.3824754945127699,2.0272451262463784,0.2808752387238536,-0.32932883520579653,-0.2770987390303029,0.8787208404223941,-0.1890668155223135,0.5502964875417306,0.6030038746241559,-0.4115504384316048,-0.29110576739816146,-0.9868484690393013,-1.898584721530621,-0.08379351420534546,0.02163530630056646
58782.707166691755,241.19707446449289,192.168.1.18,Login Padrão,4G Móvel,0,-2.2689607130351543,-0.3527168653632215,-1.4886644263496083,-0.5262490752450696,-1.6232755945919302,-0.6765487597870875,-0.31930866426941307,0.7784115988425827,1.0128083767468772,1.1247045846365553,1.151083914678189,-0.6728137242902592,-1.0840618382078366,0.813365324151905,-0.34484447711352334,0.28610977143451805,0.8468339277537487,-0.7364992210151777,-1.813778888827912,0.41967495356271006,-1.230664141300459,0.14331231515136073,-1.9289174973003553,-1.4596886848218942,2.5183005817714625,-0.1872217061923609,-2.5652615386312316,0.19147688657545528
